islay 0.1.0 - Othello/Reversi engine (movegen backend: hybrid (int+NEON))
type 'uci', 'go perft <depth> [nocache]', 'd', 'test', or 'quit'
info string pattern weights loaded: weights/v12.pat (v3, 15 stages x 167332)
info string option EvalFile = weights/v12.pat
stage,depth,score,standpat
5,8,1355,1842
5,9,1616,1842
5,10,1470,1842
5,11,1680,1842
5,12,1642,1842
7,1,1354,998
7,2,707,998
7,3,1134,998
7,4,596,998
7,5,136,998
7,6,68,998
7,7,119,998
7,8,350,998
7,9,416,998
7,10,490,998
7,11,488,998
7,12,497,998
3,1,3325,2715
3,2,3578,2715
3,3,3848,2715
3,4,3949,2715
3,5,3610,2715
3,6,3791,2715
3,7,3791,2715
3,8,3456,2715
3,9,3483,2715
3,10,3594,2715
3,11,3373,2715
3,12,3312,2715
1,1,540,178
1,2,357,178
1,3,458,178
1,4,768,178
1,5,764,178
1,6,947,178
1,7,958,178
1,8,968,178
1,9,795,178
1,10,847,178
1,11,893,178
1,12,1036,178
9,1,340,-247
9,2,89,-247
9,3,314,-247
9,4,285,-247
9,5,673,-247
9,6,585,-247
9,7,714,-247
9,8,627,-247
9,9,737,-247
9,10,727,-247
9,11,973,-247
9,12,947,-247
2,1,1039,649
2,2,923,649
2,3,903,649
2,4,870,649
2,5,764,649
2,6,888,649
2,7,608,649
2,8,845,649
2,9,730,649
2,10,1133,649
2,11,855,649
2,12,1084,649
6,1,1942,2035
6,2,2094,2035
6,3,1991,2035
6,4,2164,2035
6,5,1943,2035
6,6,1954,2035
6,7,1822,2035
6,8,2072,2035
6,9,2034,2035
6,10,2271,2035
6,11,2246,2035
6,12,2153,2035
11,1,3079,2273
11,2,2809,2273
11,3,3342,2273
11,4,2920,2273
11,5,3167,2273
11,6,3350,2273
11,7,3118,2273
11,8,2973,2273
11,9,3182,2273
11,10,3016,2273
11,11,3063,2273
11,12,3249,2273
7,1,-798,-1031
7,2,-1008,-1031
7,3,-709,-1031
7,4,-600,-1031
7,5,-599,-1031
7,6,-659,-1031
7,7,-866,-1031
7,8,-512,-1031
7,9,-569,-1031
7,10,-432,-1031
7,11,-465,-1031
7,12,-441,-1031
7,1,432,98
7,2,454,98
7,3,647,98
7,4,679,98
7,5,812,98
7,6,791,98
7,7,904,98
7,8,1053,98
7,9,1327,98
7,10,1336,98
7,11,1465,98
7,12,1579,98
5,1,-2935,-3128
5,2,-3055,-3128
5,3,-2853,-3128
5,4,-2949,-3128
5,5,-3067,-3128
5,6,-3198,-3128
5,7,-3380,-3128
5,8,-3465,-3128
5,9,-3576,-3128
5,10,-3665,-3128
5,11,-3683,-3128
5,12,-3836,-3128
1,1,126,46
1,2,-13,46
1,3,112,46
1,4,56,46
1,5,-193,46
1,6,174,46
1,7,-124,46
1,8,87,46
1,9,-39,46
1,10,106,46
1,11,-126,46
1,12,42,46
4,1,1385,916
4,2,1129,916
4,3,1830,916
4,4,1651,916
4,5,947,916
4,6,767,916
4,7,496,916
4,8,697,916
4,9,486,916
4,10,756,916
4,11,335,916
4,12,507,916
3,1,-1303,-1016
3,2,-999,-1016
3,3,-1107,-1016
3,4,-1029,-1016
3,5,-1120,-1016
3,6,-1131,-1016
3,7,-1307,-1016
3,8,-1303,-1016
3,9,-1509,-1016
3,10,-1335,-1016
3,11,-1569,-1016
3,12,-1393,-1016
3,1,1776,1568
3,2,1889,1568
3,3,1369,1568
3,4,1429,1568
3,5,1320,1568
3,6,1489,1568
3,7,1312,1568
3,8,1405,1568
3,9,1379,1568
3,10,1369,1568
3,11,1350,1568
3,12,1345,1568
2,1,-122,-564
2,2,-190,-564
2,3,-202,-564
2,4,-140,-564
2,5,-137,-564
2,6,-107,-564
2,7,-115,-564
2,8,309,-564
2,9,106,-564
2,10,446,-564
2,11,164,-564
2,12,350,-564
2,1,-1959,-1412
2,2,-2222,-1412
2,3,-2379,-1412
2,4,-2280,-1412
2,5,-2251,-1412
2,6,-2108,-1412
2,7,-2232,-1412
2,8,-2098,-1412
2,9,-1934,-1412
2,10,-1877,-1412
2,11,-1923,-1412
2,12,-1968,-1412
8,1,500,442
8,2,65,442
8,3,133,442
8,4,476,442
8,5,820,442
8,6,751,442
8,7,899,442
8,8,903,442
8,9,1059,442
8,10,1023,442
8,11,945,442
8,12,1140,442
9,1,1067,704
9,2,999,704
9,3,1225,704
9,4,1140,704
9,5,1434,704
9,6,1553,704
9,7,1342,704
9,8,1709,704
9,9,1569,704
9,10,1804,704
9,11,1940,704
9,12,2377,704
4,1,-736,-664
4,2,-847,-664
4,3,-1048,-664
4,4,-1068,-664
4,5,-1427,-664
4,6,-1103,-664
4,7,-1034,-664
4,8,-944,-664
4,9,-984,-664
4,10,-902,-664
4,11,-890,-664
4,12,-744,-664
9,1,2057,1573
9,2,1611,1573
9,3,1916,1573
9,4,1338,1573
9,5,1619,1573
9,6,1498,1573
9,7,1402,1573
9,8,1659,1573
9,9,1293,1573
9,10,1370,1573
9,11,1307,1573
9,12,1597,1573
5,1,780,816
5,2,410,816
5,3,410,816
5,4,286,816
5,5,265,816
5,6,339,816
5,7,444,816
5,8,437,816
5,9,452,816
5,10,231,816
5,11,221,816
5,12,120,816
4,1,-252,-36
4,2,-418,-36
4,3,-354,-36
4,4,-213,-36
4,5,-440,-36
4,6,-160,-36
4,7,-331,-36
4,8,-262,-36
4,9,-530,-36
4,10,-480,-36
4,11,-732,-36
4,12,-569,-36
4,1,2331,1788
4,2,1826,1788
4,3,2047,1788
4,4,1906,1788
4,5,1806,1788
4,6,1840,1788
4,7,1917,1788
4,8,1773,1788
4,9,1679,1788
4,10,1709,1788
4,11,1677,1788
4,12,1493,1788
10,1,-2507,-2063
10,2,-3345,-2063
10,3,-3570,-2063
10,4,-3593,-2063
10,5,-4221,-2063
10,6,-4024,-2063
10,7,-3778,-2063
10,8,-3994,-2063
10,9,-3920,-2063
10,10,-3860,-2063
10,11,-3699,-2063
10,12,-3378,-2063
6,1,1483,1339
6,2,1206,1339
6,3,1259,1339
6,4,1303,1339
6,5,1090,1339
6,6,1279,1339
6,7,1055,1339
6,8,1492,1339
6,9,1411,1339
6,10,1270,1339
6,11,1185,1339
6,12,1082,1339
1,1,-885,-1045
1,2,-1755,-1045
1,3,-1512,-1045
1,4,-1584,-1045
1,5,-1585,-1045
1,6,-1506,-1045
1,7,-1493,-1045
1,8,-1477,-1045
1,9,-1444,-1045
1,10,-1675,-1045
1,11,-1585,-1045
1,12,-1534,-1045
10,1,-974,-1532
10,2,-1406,-1532
10,3,-1327,-1532
10,4,-1079,-1532
10,5,-1127,-1532
10,6,-985,-1532
10,7,-843,-1532
10,8,-706,-1532
10,9,-637,-1532
10,10,-849,-1532
10,11,-659,-1532
10,12,-1038,-1532
10,1,-2605,-2930
10,2,-3450,-2930
10,3,-3210,-2930
10,4,-2701,-2930
10,5,-2749,-2930
10,6,-2533,-2930
10,7,-2329,-2930
10,8,-2431,-2930
10,9,-2289,-2930
10,10,-2605,-2930
10,11,-2729,-2930
10,12,-2626,-2930
8,1,-2028,-2305
8,2,-2060,-2305
8,3,-2108,-2305
8,4,-1913,-2305
8,5,-1843,-2305
8,6,-1935,-2305
8,7,-1554,-2305
8,8,-1419,-2305
8,9,-1519,-2305
8,10,-976,-2305
8,11,-847,-2305
8,12,-854,-2305
2,1,1061,1187
2,2,982,1187
2,3,822,1187
2,4,822,1187
2,5,932,1187
2,6,1024,1187
2,7,863,1187
2,8,970,1187
2,9,514,1187
2,10,536,1187
2,11,685,1187
2,12,627,1187
3,1,-494,-810
3,2,-442,-810
3,3,-685,-810
3,4,-482,-810
3,5,-781,-810
3,6,-546,-810
3,7,-685,-810
3,8,-619,-810
3,9,-1095,-810
3,10,-1015,-810
3,11,-953,-810
3,12,-755,-810
7,1,-1246,-1867
7,2,-1231,-1867
7,3,-1372,-1867
7,4,-1432,-1867
7,5,-1495,-1867
7,6,-1597,-1867
7,7,-2010,-1867
7,8,-1806,-1867
7,9,-1950,-1867
7,10,-2081,-1867
7,11,-2000,-1867
7,12,-2048,-1867
4,1,75,641
4,2,-535,641
4,3,-754,641
4,4,-1050,641
4,5,-1069,641
4,6,-1149,641
4,7,-1276,641
4,8,-1247,641
4,9,-1173,641
4,10,-1078,641
4,11,-1281,641
4,12,-1302,641
3,1,2372,2352
3,2,2189,2352
3,3,2433,2352
3,4,2875,2352
3,5,3057,2352
3,6,3095,2352
3,7,2876,2352
3,8,3680,2352
3,9,2908,2352
3,10,3013,2352
3,11,2813,2352
3,12,3030,2352
6,1,3744,393
6,2,3429,393
6,3,3287,393
6,4,3683,393
6,5,3688,393
6,6,3733,393
6,7,3772,393
6,8,3979,393
6,9,4098,393
6,10,3680,393
6,11,3480,393
6,12,3449,393
3,1,-1254,-1204
3,2,-1273,-1204
3,3,-1358,-1204
3,4,-1471,-1204
3,5,-1841,-1204
3,6,-1790,-1204
3,7,-1855,-1204
3,8,-1997,-1204
3,9,-1989,-1204
3,10,-1868,-1204
3,11,-1988,-1204
3,12,-1846,-1204
9,1,-919,-729
9,2,-1301,-729
9,3,-1330,-729
9,4,-1802,-729
9,5,-1520,-729
9,6,-2032,-729
9,7,-2255,-729
9,8,-1971,-729
9,9,-2011,-729
9,10,-2192,-729
9,11,-2795,-729
9,12,-2656,-729
10,1,3724,3441
10,2,2961,3441
10,3,3134,3441
10,4,3124,3441
10,5,3216,3441
10,6,2884,3441
10,7,3018,3441
10,8,2918,3441
10,9,2974,3441
10,10,3019,3441
10,11,2993,3441
10,12,3056,3441
3,1,206,433
3,2,435,433
3,3,499,433
3,4,709,433
3,5,843,433
3,6,867,433
3,7,902,433
3,8,1027,433
3,9,825,433
3,10,982,433
3,11,793,433
3,12,909,433
5,1,387,481
5,2,629,481
5,3,396,481
5,4,487,481
5,5,361,481
5,6,417,481
5,7,275,481
5,8,449,481
5,9,231,481
5,10,333,481
5,11,280,481
5,12,242,481
2,1,53,230
2,2,58,230
2,3,-90,230
2,4,310,230
2,5,-203,230
2,6,135,230
2,7,-57,230
2,8,-223,230
2,9,-332,230
2,10,-213,230
2,11,-444,230
2,12,-297,230
1,1,-451,-649
1,2,-171,-649
1,3,-34,-649
1,4,104,-649
1,5,263,-649
1,6,392,-649
1,7,191,-649
1,8,319,-649
1,9,156,-649
1,10,96,-649
1,11,207,-649
1,12,242,-649
3,1,795,1034
3,2,818,1034
3,3,684,1034
3,4,632,1034
3,5,549,1034
3,6,895,1034
3,7,684,1034
3,8,1020,1034
3,9,903,1034
3,10,1151,1034
3,11,893,1034
3,12,1208,1034
1,1,-482,-92
1,2,-236,-92
1,3,-412,-92
1,4,-165,-92
1,5,-283,-92
1,6,3,-92
1,7,-39,-92
1,8,106,-92
1,9,-25,-92
1,10,1,-92
1,11,-19,-92
1,12,286,-92
3,1,-221,-545
3,2,-128,-545
3,3,18,-545
3,4,-58,-545
3,5,-22,-545
3,6,294,-545
3,7,208,-545
3,8,194,-545
3,9,298,-545
3,10,764,-545
3,11,642,-545
3,12,726,-545
4,1,-867,-143
4,2,-1039,-143
4,3,-953,-143
4,4,-963,-143
4,5,-910,-143
4,6,-1502,-143
4,7,-973,-143
4,8,-1232,-143
4,9,-999,-143
4,10,-1016,-143
4,11,-1261,-143
4,12,-1237,-143
11,1,911,295
11,2,230,295
11,3,421,295
11,4,114,295
11,5,162,295
11,6,-441,295
11,7,-567,295
11,8,157,295
11,9,61,295
11,10,-516,295
11,11,-589,295
11,12,-101,295
10,1,180,54
10,2,-75,54
10,3,116,54
10,4,60,54
10,5,223,54
10,6,227,54
10,7,-30,54
10,8,61,54
10,9,84,54
10,10,106,54
10,11,-18,54
10,12,-78,54
3,1,-571,-61
3,2,-321,-61
3,3,-464,-61
3,4,55,-61
3,5,-81,-61
3,6,75,-61
3,7,-106,-61
3,8,195,-61
3,9,-14,-61
3,10,314,-61
3,11,158,-61
3,12,335,-61
6,1,1640,1362
6,2,907,1362
6,3,1281,1362
6,4,1242,1362
6,5,1219,1362
6,6,941,1362
6,7,815,1362
6,8,685,1362
6,9,828,1362
6,10,711,1362
6,11,731,1362
6,12,436,1362
10,1,5033,4317
10,2,3930,4317
10,3,4522,4317
10,4,4321,4317
10,5,4773,4317
10,6,4265,4317
10,7,4264,4317
10,8,4408,4317
10,9,4120,4317
10,10,4373,4317
10,11,4345,4317
10,12,4202,4317
4,1,3212,3107
4,2,3446,3107
4,3,3638,3107
4,4,3827,3107
4,5,3600,3107
4,6,3422,3107
4,7,3547,3107
4,8,3381,3107
4,9,3071,3107
4,10,3117,3107
4,11,3159,3107
4,12,3354,3107
4,1,-26,92
4,2,-219,92
4,3,-63,92
4,4,-241,92
4,5,-294,92
4,6,-151,92
4,7,-306,92
4,8,-335,92
4,9,-419,92
4,10,-222,92
4,11,-202,92
4,12,-290,92
7,1,-915,-942
7,2,-1142,-942
7,3,-1303,-942
7,4,-1406,-942
7,5,-1502,-942
7,6,-1365,-942
7,7,-1479,-942
7,8,-1481,-942
7,9,-1388,-942
7,10,-1307,-942
7,11,-1214,-942
7,12,-1423,-942
11,1,618,-16
11,2,239,-16
11,3,465,-16
11,4,128,-16
11,5,829,-16
11,6,570,-16
11,7,743,-16
11,8,318,-16
11,9,380,-16
11,10,301,-16
11,11,155,-16
11,12,299,-16
3,1,216,-30
3,2,177,-30
3,3,7,-30
3,4,231,-30
3,5,87,-30
3,6,124,-30
3,7,-54,-30
3,8,181,-30
3,9,49,-30
3,10,29,-30
3,11,-152,-30
3,12,36,-30
8,1,-1358,-1376
8,2,-1258,-1376
8,3,-1418,-1376
8,4,-1769,-1376
8,5,-2020,-1376
8,6,-1546,-1376
8,7,-1793,-1376
8,8,-2103,-1376
8,9,-2278,-1376
8,10,-1845,-1376
8,11,-2086,-1376
8,12,-2246,-1376
3,1,3030,2778
3,2,3349,2778
3,3,3004,2778
3,4,2936,2778
3,5,2950,2778
3,6,2936,2778
3,7,2714,2778
3,8,2807,2778
3,9,2870,2778
3,10,2696,2778
3,11,2583,2778
3,12,2626,2778
9,1,-1284,-1413
9,2,-1181,-1413
9,3,-1217,-1413
9,4,-1266,-1413
9,5,-1163,-1413
9,6,-1219,-1413
9,7,-1264,-1413
9,8,-1195,-1413
9,9,-1356,-1413
9,10,-1410,-1413
9,11,-1470,-1413
9,12,-1374,-1413
10,1,-2648,-3027
10,2,-2827,-3027
10,3,-2433,-3027
10,4,-2172,-3027
10,5,-1762,-3027
10,6,-1688,-3027
10,7,-1532,-3027
10,8,-1566,-3027
10,9,-1503,-3027
10,10,-1527,-3027
10,11,-1662,-3027
10,12,-1540,-3027
1,1,1377,-73
1,2,777,-73
1,3,1480,-73
1,4,1244,-73
1,5,1400,-73
1,6,1325,-73
1,7,1401,-73
1,8,1594,-73
1,9,1514,-73
1,10,1887,-73
1,11,1841,-73
1,12,2063,-73
10,1,900,348
10,2,538,348
10,3,1348,348
10,4,749,348
10,5,284,348
10,6,209,348
10,7,202,348
10,8,209,348
10,9,23,348
10,10,-143,348
10,11,-68,348
10,12,-114,348
2,1,497,309
2,2,171,309
2,3,79,309
2,4,229,309
2,5,-3,309
2,6,155,309
2,7,-111,309
2,8,-14,309
2,9,-224,309
2,10,-179,309
2,11,-216,309
2,12,-230,309
4,1,1923,1828
4,2,1803,1828
4,3,1915,1828
4,4,1984,1828
4,5,1845,1828
4,6,2239,1828
4,7,2100,1828
4,8,2133,1828
4,9,2013,1828
4,10,2182,1828
4,11,1926,1828
4,12,2107,1828
5,1,2601,376
5,2,3010,376
5,3,2834,376
5,4,2618,376
5,5,2366,376
5,6,2339,376
5,7,2804,376
5,8,2368,376
5,9,2411,376
5,10,2456,376
5,11,2981,376
5,12,3021,376
2,1,-1738,-2147
2,2,-2495,-2147
2,3,-2868,-2147
2,4,-2944,-2147
2,5,-2982,-2147
2,6,-2883,-2147
2,7,-2878,-2147
2,8,-2548,-2147
2,9,-2717,-2147
2,10,-2522,-2147
2,11,-2516,-2147
2,12,-2430,-2147
9,1,-3469,-4163
9,2,-4491,-4163
9,3,-4784,-4163
9,4,-4930,-4163
9,5,-4845,-4163
9,6,-5041,-4163
9,7,-4976,-4163
9,8,-4838,-4163
9,9,-5149,-4163
9,10,-4792,-4163
9,11,-5218,-4163
9,12,-5058,-4163
8,1,2305,-243
8,2,2294,-243
8,3,2772,-243
8,4,2566,-243
8,5,2885,-243
8,6,2789,-243
8,7,3276,-243
8,8,3225,-243
8,9,3404,-243
8,10,3446,-243
8,11,3373,-243
8,12,3691,-243
4,1,1493,1842
4,2,1150,1842
4,3,1047,1842
4,4,1139,1842
4,5,980,1842
4,6,1035,1842
4,7,1081,1842
4,8,1098,1842
4,9,1067,1842
4,10,903,1842
4,11,932,1842
4,12,1090,1842
8,1,3279,3210
8,2,2179,3210
8,3,2425,3210
8,4,2007,3210
8,5,1832,3210
8,6,1484,3210
8,7,1447,3210
8,8,1308,3210
8,9,1504,3210
8,10,1408,3210
8,11,1358,3210
8,12,1384,3210
3,1,494,590
3,2,552,590
3,3,344,590
3,4,741,590
3,5,273,590
3,6,317,590
3,7,41,590
3,8,284,590
3,9,-2,590
3,10,189,590
3,11,-118,590
3,12,100,590
6,1,-385,59
6,2,-265,59
6,3,-615,59
6,4,-631,59
6,5,-898,59
6,6,-846,59
6,7,-932,59
6,8,-729,59
6,9,-857,59
6,10,-644,59
6,11,-775,59
6,12,-617,59
7,1,2554,2053
7,2,2231,2053
7,3,2496,2053
7,4,2473,2053
7,5,2403,2053
7,6,2479,2053
7,7,2668,2053
7,8,2940,2053
7,9,3169,2053
7,10,3259,2053
7,11,3348,2053
7,12,3351,2053
6,1,-1350,-1883
6,2,-1600,-1883
6,3,-1468,-1883
6,4,-1152,-1883
6,5,-1401,-1883
6,6,-1324,-1883
6,7,-1421,-1883
6,8,-1414,-1883
6,9,-1448,-1883
6,10,-1188,-1883
6,11,-1175,-1883
6,12,-1118,-1883
4,1,2490,2365
4,2,2191,2365
4,3,2093,2365
4,4,2156,2365
4,5,2295,2365
4,6,2020,2365
4,7,2150,2365
4,8,1965,2365
4,9,1554,2365
4,10,1699,2365
4,11,1887,2365
4,12,1896,2365
8,1,-412,-985
8,2,-1166,-985
8,3,-881,-985
8,4,-1394,-985
8,5,-1097,-985
8,6,-1238,-985
8,7,-1108,-985
8,8,-1245,-985
8,9,-1200,-985
8,10,-796,-985
8,11,-1119,-985
8,12,-1228,-985
9,1,1809,1890
9,2,709,1890
9,3,1106,1890
9,4,694,1890
9,5,744,1890
9,6,694,1890
9,7,919,1890
9,8,628,1890
9,9,128,1890
9,10,161,1890
9,11,341,1890
9,12,555,1890
7,1,2566,2287
7,2,2174,2287
7,3,2285,2287
7,4,2165,2287
7,5,2417,2287
7,6,2020,2287
7,7,2327,2287
7,8,1958,2287
7,9,2057,2287
7,10,1934,2287
7,11,1811,2287
7,12,1717,2287
12,1,2734,1753
12,2,2678,1753
12,3,2833,1753
12,4,2821,1753
12,5,3171,1753
12,6,2705,1753
12,7,2998,1753
12,8,3130,1753
12,9,2847,1753
12,10,2931,1753
12,11,3023,1753
12,12,2800,1753
1,1,878,148
1,2,487,148
1,3,502,148
1,4,687,148
1,5,329,148
1,6,386,148
1,7,180,148
1,8,219,148
1,9,-117,148
1,10,289,148
1,11,4,148
1,12,150,148
2,1,732,1080
2,2,772,1080
2,3,-139,1080
2,4,121,1080
2,5,126,1080
2,6,170,1080
2,7,367,1080
2,8,-99,1080
2,9,-42,1080
2,10,16,1080
2,11,-394,1080
2,12,-159,1080
4,1,-1888,-2147
4,2,-2243,-2147
4,3,-2303,-2147
4,4,-1607,-2147
4,5,-2047,-2147
4,6,-1633,-2147
4,7,-1463,-2147
4,8,-1578,-2147
4,9,-1036,-2147
4,10,-1070,-2147
4,11,-1207,-2147
4,12,-1197,-2147
1,1,1631,1301
1,2,1433,1301
1,3,1347,1301
1,4,1154,1301
1,5,1057,1301
1,6,1115,1301
1,7,956,1301
1,8,1076,1301
1,9,961,1301
1,10,1012,1301
1,11,1006,1301
1,12,994,1301
6,1,490,224
6,2,101,224
6,3,213,224
6,4,355,224
6,5,480,224
6,6,314,224
6,7,138,224
6,8,127,224
6,9,-81,224
6,10,4,224
6,11,-85,224
6,12,-462,224
11,1,3759,3438
11,2,3699,3438
11,3,3634,3438
11,4,3734,3438
11,5,3533,3438
11,6,3656,3438
11,7,3970,3438
11,8,3899,3438
11,9,4236,3438
11,10,4566,3438
11,11,4460,3438
11,12,4400,3438
9,1,1350,1087
9,2,973,1087
9,3,1133,1087
9,4,1107,1087
9,5,960,1087
9,6,1092,1087
9,7,930,1087
9,8,950,1087
9,9,1042,1087
9,10,649,1087
9,11,708,1087
9,12,644,1087
6,1,3901,4276
6,2,3467,4276
6,3,3408,4276
6,4,3212,4276
6,5,3011,4276
6,6,2909,4276
6,7,2757,4276
6,8,2967,4276
6,9,3110,4276
6,10,2887,4276
6,11,2851,4276
6,12,2810,4276
1,1,1296,1045
1,2,1359,1045
1,3,1564,1045
1,4,1671,1045
1,5,1872,1045
1,6,2010,1045
1,7,1693,1045
1,8,1884,1045
1,9,1537,1045
1,10,1541,1045
1,11,1420,1045
1,12,1721,1045
3,1,-1003,-1330
3,2,-2262,-1330
3,3,-2151,-1330
3,4,-2090,-1330
3,5,-1925,-1330
3,6,-2375,-1330
3,7,-2528,-1330
3,8,-2705,-1330
3,9,-2544,-1330
3,10,-2879,-1330
3,11,-3176,-1330
3,12,-3197,-1330
9,1,1850,1808
9,2,2006,1808
9,3,2026,1808
9,4,1693,1808
9,5,1849,1808
9,6,1633,1808
9,7,1620,1808
9,8,1439,1808
9,9,1395,1808
9,10,1391,1808
9,11,1559,1808
9,12,1423,1808
5,1,4475,4196
5,2,4253,4196
5,3,4108,4196
5,4,4237,4196
5,5,4438,4196
5,6,4411,4196
5,7,4413,4196
5,8,4721,4196
5,9,4373,4196
5,10,4630,4196
5,11,4616,4196
5,12,4603,4196
1,1,2330,1866
1,2,1887,1866
1,3,2084,1866
1,4,1897,1866
1,5,1882,1866
1,6,1719,1866
1,7,1792,1866
1,8,1650,1866
1,9,1782,1866
1,10,1824,1866
1,11,1652,1866
1,12,1667,1866
3,1,-472,-302
3,2,-941,-302
3,3,-712,-302
3,4,-804,-302
3,5,-576,-302
3,6,-566,-302
3,7,-549,-302
3,8,-565,-302
3,9,-560,-302
3,10,-506,-302
3,11,-573,-302
3,12,-426,-302
12,1,-2325,-3107
12,2,-2284,-3107
12,3,-1531,-3107
12,4,-1875,-3107
12,5,-1722,-3107
12,6,-1619,-3107
12,7,-1537,-3107
12,8,-1410,-3107
12,9,-1746,-3107
12,10,-2000,-3107
12,11,-2000,-3107
3,1,326,661
3,2,717,661
3,3,218,661
3,4,289,661
3,5,23,661
3,6,-150,661
3,7,-286,661
3,8,-246,661
3,9,-403,661
3,10,-294,661
3,11,-468,661
3,12,-221,661
7,1,-686,-787
7,2,-932,-787
7,3,-943,-787
7,4,-1134,-787
7,5,-900,-787
7,6,-1014,-787
7,7,-716,-787
7,8,-548,-787
7,9,-322,-787
7,10,-526,-787
7,11,-376,-787
7,12,-307,-787
2,1,182,324
2,2,139,324
2,3,102,324
2,4,199,324
2,5,104,324
2,6,-14,324
2,7,27,324
2,8,-63,324
2,9,-182,324
2,10,-39,324
2,11,16,324
2,12,-190,324
12,1,34,-610
12,2,-517,-610
12,3,-533,-610
12,4,-305,-610
12,5,-310,-610
12,6,-874,-610
12,7,-814,-610
12,8,-1096,-610
12,9,-844,-610
12,10,-521,-610
12,11,-1000,-610
12,12,-600,-610
11,1,-1062,-1540
11,2,-1262,-1540
11,3,-920,-1540
11,4,-1357,-1540
11,5,-1414,-1540
11,6,-1114,-1540
11,7,-1191,-1540
11,8,-1191,-1540
11,9,-734,-1540
11,10,-1123,-1540
11,11,-862,-1540
11,12,-1281,-1540
5,1,-1810,-1738
5,2,-2245,-1738
5,3,-1564,-1738
5,4,-1809,-1738
5,5,-1502,-1738
5,6,-1679,-1738
5,7,-1604,-1738
5,8,-1413,-1738
5,9,-1154,-1738
5,10,-1297,-1738
5,11,-1270,-1738
5,12,-1108,-1738
12,1,822,52
12,2,215,52
12,3,489,52
12,4,575,52
12,5,656,52
12,6,692,52
12,7,542,52
12,8,446,52
12,9,572,52
12,10,512,52
12,11,400,52
12,12,600,52
11,1,3028,2205
11,2,2316,2205
11,3,2570,2205
11,4,2896,2205
11,5,3110,2205
11,6,3518,2205
11,7,3383,2205
11,8,3250,2205
11,9,3782,2205
11,10,3636,2205
11,11,3980,2205
11,12,4000,2205
6,1,618,1090
6,2,49,1090
6,3,94,1090
6,4,139,1090
6,5,3,1090
6,6,51,1090
6,7,19,1090
6,8,279,1090
6,9,300,1090
6,10,250,1090
6,11,142,1090
6,12,241,1090
8,1,2792,2723
8,2,2302,2723
8,3,2565,2723
8,4,2555,2723
8,5,2406,2723
8,6,2855,2723
8,7,2952,2723
8,8,2631,2723
8,9,2475,2723
8,10,2416,2723
8,11,2737,2723
8,12,2743,2723
4,1,2900,2441
4,2,3005,2441
4,3,2945,2441
4,4,2865,2441
4,5,2758,2441
4,6,2937,2441
4,7,2718,2441
4,8,3012,2441
4,9,2832,2441
4,10,2830,2441
4,11,2794,2441
4,12,2666,2441
6,1,-536,-315
6,2,-158,-315
6,3,-572,-315
6,4,-594,-315
6,5,-63,-315
6,6,-348,-315
6,7,-334,-315
6,8,-105,-315
6,9,-229,-315
6,10,-307,-315
6,11,-366,-315
6,12,-493,-315
4,1,-861,-862
4,2,-720,-862
4,3,-747,-862
4,4,-391,-862
4,5,-444,-862
4,6,-355,-862
4,7,64,-862
4,8,49,-862
4,9,-326,-862
4,10,-150,-862
4,11,-170,-862
4,12,-243,-862
12,1,4072,3143
12,2,4196,3143
12,3,4504,3143
12,4,3853,3143
12,5,3949,3143
12,6,4141,3143
12,7,4105,3143
12,8,5220,3143
12,9,5047,3143
12,10,5000,3143
12,11,5600,3143
10,1,3602,3295
10,2,2924,3295
10,3,3614,3295
10,4,3526,3295
10,5,3275,3295
10,6,3241,3295
10,7,3147,3295
10,8,3630,3295
10,9,3573,3295
10,10,3401,3295
10,11,3351,3295
10,12,3599,3295
10,1,2804,1438
10,2,2340,1438
10,3,2333,1438
10,4,3212,1438
10,5,3289,1438
10,6,3641,1438
10,7,3138,1438
10,8,3415,1438
10,9,3685,1438
10,10,3686,1438
10,11,3694,1438
10,12,3875,1438
6,1,-1614,-1879
6,2,-1649,-1879
6,3,-1275,-1879
6,4,-1374,-1879
6,5,-1524,-1879
6,6,-1806,-1879
6,7,-1825,-1879
6,8,-1479,-1879
6,9,-1498,-1879
6,10,-1403,-1879
6,11,-1478,-1879
6,12,-1686,-1879
1,1,150,-70
1,2,-19,-70
1,3,-121,-70
1,4,-277,-70
1,5,-475,-70
1,6,-386,-70
1,7,-505,-70
1,8,-506,-70
1,9,-426,-70
1,10,-380,-70
1,11,-482,-70
1,12,-526,-70
5,1,-308,-575
5,2,-321,-575
5,3,-450,-575
5,4,-406,-575
5,5,-505,-575
5,6,-590,-575
5,7,-363,-575
5,8,-439,-575
5,9,-433,-575
5,10,-443,-575
5,11,-703,-575
5,12,-637,-575
10,1,-757,-1825
10,2,-657,-1825
10,3,-857,-1825
10,4,-717,-1825
10,5,-227,-1825
10,6,123,-1825
10,7,39,-1825
10,8,147,-1825
10,9,153,-1825
10,10,-2,-1825
10,11,39,-1825
10,12,67,-1825
5,1,3466,3647
5,2,3470,3647
5,3,3382,3647
5,4,3436,3647
5,5,3198,3647
5,6,3180,3647
5,7,2989,3647
5,8,2968,3647
5,9,3216,3647
5,10,3112,3647
5,11,3024,3647
5,12,3155,3647
9,1,2571,1648
9,2,2530,1648
9,3,2867,1648
9,4,2852,1648
9,5,3105,1648
9,6,2726,1648
9,7,2805,1648
9,8,2997,1648
9,9,3082,1648
